,Unnamed: 0,date,time,name,username,state,tweet
3161,3161,2022-05-05,06:00:10,KPRC 2 Houston,kprc2,Houston,"Little doubt remains Supreme Court plans Roe v. Wade,. But uncertainty abounds ripple effects court nears final opinion expected overturn landmark 1973 case created nationwide right abortion. https://t.co/cDlD4OdKij"
3162,3162,2022-05-05,05:59:25,𝓒𝓱𝓻𝓲𝓼,akachrisx,Houston,@Cowdeerlol I saw clip trial lady said bill would support abortion way end third trimester. Like okay making legal abortion could going labor day. Its insane
3163,3163,2022-05-05,05:52:01,ChronLAW | News for Legal Professionals,chronlaw,Houston,Trump hero anti-abortion movement bending supreme court way ChronLaw Breaking News News https://t.co/cQdego1Jov #BreakingNews #news #law #attorney #lawyer
3164,3164,2022-05-05,05:49:29,𝓒𝓱𝓻𝓲𝓼,akachrisx,Houston,"@Cowdeerlol Fr, saw sum1 ranting medical conditions life threatening pregnancy like less .1% point nobody would say abortion bad alternative mother dying"
3165,3165,2022-05-05,05:48:43,Gratia Plena,drkbucks,Houston,"If news emotion abortion triggering abortion past, might indication need Rachel's Vineyard retreat. Look one area. Jesus works love/mercy retreat weekends. #MentalHealthAwarenessMonth"
3166,3166,2022-05-05,05:38:54,Linda Greene,mimigr33n3,Houston,"With Roe Under Threat, Sale Location Data Abortion Clinic Patients Raises Alarm **This gets “Handmaid’s Tale” every day. 😡** https://t.co/lyatu0Hbi0"
3167,3167,2022-05-05,05:35:16,Linda Greene,mimigr33n3,Houston,Cisneros Calls Democratic Leaders End Support Cuellar Over Anti-Abortion Stance ** Texas ⁦@JCisnerosTX⁩ choice TRUE Democrat. 👍✅😊** https://t.co/SurRD6myOG
3168,3168,2022-05-05,05:32:51,♡🌹iAm_Asia🌹♡,nurse_luv081119,Houston,Or back alley abortions.....or women going prison self induced abortions. Its sad 🥺
3169,3169,2022-05-05,05:30:00,Houston Chronicle Opinion,chronopinion,Houston,"""In libertarian-leaning state, continues baffle elected officials deem abortion rights within purview,"" writes Rebecca Lunstroth #LettersToTheEditor.#RoeVWade #SCOTUS #Texas https://t.co/kr127UyVPJ"
3170,3170,2022-05-05,05:21:56,Michelle Francisco,meeshfrancisco,Houston,"What's funny Alito's historic ""tradition"" actually false representation. Abortion common law, point ""quickening"", aka feeling fetus move, happens around 6 month mark. This based actual medical science, course."
3171,3171,2022-05-05,05:21:16,Destiny B,destinymayesha,Houston,"Affordable Healthcare, No racism, lower gas prices, livable wages, affordable housing, student loan debt, realistic beauty standards, abortion rights, non capitalist society, want go on?"
3172,3172,2022-05-05,05:17:17,Boltzmann Galaxy Brain,spatialextensi1,Houston,"@olivertraldi @dmelamedoff I guess responding genetic fallacy type argument? (This belief originated via political campaign anti-abortion groups , therefore false.)"
3173,3173,2022-05-05,05:11:56,Ramit PlushnickMasti,ramitpmasti,Houston,Next battle access abortion focus pills (from @AP) #abortionrights #RoevWade #SCOTUS https://t.co/IPBUFF64CN
3174,3174,2022-05-05,04:48:26,Josh Davies,daviesinator,Houston,@ddenato04 I get take Are saying someone take stance abortion terminating baby's life also want mothers risk death force rape victims keep babies? 🤔
3175,3175,2022-05-05,04:45:42,alex䷰stopheles,technihilism,Houston,"@AngelComrade remember reading 13yo girl getting excommunicated abortion father confessed raping absolved fire good them, needs *slow*"
3176,3176,2022-05-05,04:30:00,Houston Chronicle Opinion,chronopinion,Houston,"""For Mother's Day mean anything all, women need legal access #abortion meaningful support families,"" writes @MargaretRenkl. ""Because flowers won’t cut anymore."" https://t.co/SCDG52XWkv"
3177,3177,2022-05-05,04:20:46,ChronLAW | News for Legal Professionals,chronlaw,Houston,"Abortion remain legal New Mexico, even U.S. Supreme Court decision – New Mexico Political Report ChronLaw News https://t.co/plmPR9rqjO #news #law #attorney #lawyer"
3178,3178,2022-05-05,03:32:06,POPS,popslongstreth,Houston,Three civil liberties besides abortion GOP's Christian nationalists may target Roe overturned #SmartNews https://t.co/kjPYKW53UH
3179,3179,2022-05-05,03:24:05,✨pixie✨,pixieblitzie,Houston,@Loeybug Actually sky daddy made abortion potion
3180,3180,2022-05-05,03:20:04,ChronLAW | News for Legal Professionals,chronlaw,Houston,Lawyer: Abortion bill could subject women homicide charge – SF Gate ChronLaw Lawyer News https://t.co/NYToOb8CYh #Lawyer #news #law #attorney #lawyer
3181,3181,2022-05-05,03:18:30,Matt OnPoint Weaver,ontrepreneur,Houston,listened girl rant snap abortion overturned people die...she kept saying lives stake... sure I opinion #thingsthatmakeyougohmmm
3182,3182,2022-05-05,03:17:28,le loup garou,turdducken,Houston,whew thank maker dem leadership coming anti-abortion candidate stupid enough get caught taking bribes azerbaijan started career consciously aligning george w bush every issue
3183,3183,2022-05-05,03:11:39,Anubis Apuat,anubis_apuat,Houston,For want abortions banned please read #prochoice #abortionrights #AbortionIsHealthcare #AbortionBan #AbortionRightsAreHumanRights #AbortionIsEssential #abortion #SaveRoeVWade #SaveRoe #Republicans #Republican #RepublicanWarOnWomen #Conservatives #ConservativeParty
3184,3184,2022-05-05,03:06:20,Sidd,nolightupstairs,Houston,"@DaisyChewy There's couple levels here. Catholics wildly overrepresented democratic party, example, hold diversity views abortion. But view abortion good genuinely social positive, full stop rare."
3185,3185,2022-05-05,03:04:56,Daniyal Ahmed,mrnehari,Houston,A really good article @sh_hamzayusuf Islamic stance abortion &amp; infanticide (mostly citing Maliki fiqh sources) https://t.co/ZWBuD4Atfh
3186,3186,2022-05-05,03:00:11,ABC13 Houston,abc13houston,Houston,"According Centers Disease Control, abortion important component public health. The recent data 2019 offers snapshot groups seek procedure. https://t.co/z5n1WQfEuL"
3187,3187,2022-05-05,02:46:54,Just Mary Kathleen,marykat1204,Houston,"@barbarageffen (1) No one banning abortions. If Roe v Wade overturned, states get decides abortion laws. Currently, kill offspring 47 states. (2) No argument rest statement."
3188,3188,2022-05-05,02:27:02,𝕯𝖆𝖓𝖓𝖞,riverfromdan,Houston,I’m still amazed still fighting abortions… 2022
3189,3189,2022-05-05,02:24:23,Andrew,gorbert1971,Houston,@jenvanlaar My mother talked abortion doctor. Luckily me.
3190,3190,2022-05-05,02:20:20,Justin Bedford,justinbedford6,Houston,"@scrowder Wouldn’t abortion didn’t sex outside marriage… that’s 95% abortions used for, incest, rape dangerous pregnancy. Just plan I sex causes babies I don’t want I still want sex whoever…"
3191,3191,2022-05-05,02:14:30,Stevn,kargoshorts,Houston,aye .fuck abortions
3192,3192,2022-05-05,02:05:46,hib,hibabadook,Houston,law makers agree ban abortion formula shortage. y’all can’t even feed babies alive that’s pro life u
3193,3193,2022-05-05,02:05:15,coach skelley,coachskelley,Houston,@BoompsNC Correct! Look abortion souther border! Govt controlled
3194,3194,2022-05-05,02:01:27,JoppiSaus | Your mom walked in on me,joppisausx,Houston,"People argue ""abortion murder"" brain dead scum."
3195,3195,2022-05-05,01:55:37,Diversity Makes America Great,alicampos19,Houston,"@utsajennifer @bookworm7557 @JohnCornyn Here where? On Cornyn’s feed US? There’s people believe least abortion rape incest save life mother. And there’s people believe private matter family, doctor God."
3196,3196,2022-05-05,01:53:43,Boltzmann Galaxy Brain,spatialextensi1,Houston,"@olivertraldi @dmelamedoff I think proves anything, what's wrong discussing political strategies anti-abortion groups, discuss strategies LGBT activists groups."
3197,3197,2022-05-05,01:52:07,ChronLAW | News for Legal Professionals,chronlaw,Houston,The Fight Over Abortion History – The New York Times ChronLaw Jurisprudence News https://t.co/sYDslGlil7 #Jurisprudence #news #law #attorney #lawyer
3198,3198,2022-05-05,01:45:24,MiddleClassInvestor,investorclass,Houston,"Have women actually abortions? Maybe artificial insemination? I couldn’t stand zip code them, let alone bed!"
3199,3199,2022-05-05,01:44:30,Deirdre,deirdretaylor37,Houston,"@LindaWesson @De_Corbin_Bec 2/2. In opinion R vs W protected abortion long justices want strike down. Regardless I feel issue, I believe sep. powers believe judges rule according law, beliefs."
3200,3200,2022-05-05,01:43:07,Tasso,kagegrines,Houston,"@SOMETHINGGirl6 @jacobrossitx @RTR_VLD @EmmaBalter Because, frankly, making argument correlates crime abortion gross WE SHOULDNT DO IT. It makes pro-choice people sound like eugenics sympathizers - bolsters claims anti-choice activists already making. Its helpful."
3201,3201,2022-05-05,01:35:12,Tasso,kagegrines,Houston,@SOMETHINGGirl6 @jacobrossitx @RTR_VLD @EmmaBalter The statistics actually aren’t significant group people. The people behind movement ideologically driven politicians bolster ideology would problem spinning way accountability rising crime relative abortion.
3202,3202,2022-05-05,01:33:25,Woke News,wokenews3,Houston,https://t.co/Q3JLhjl4zX OK getting dumb lets keep business channel. Biden already voted #abortion issue. Why #democratic #libs yelling match?
3203,3203,2022-05-05,01:30:42,big bosssss daij 😈,_xoxodaijah,Houston,Niggas finna try &amp; travel far away fucking abortion.. self.. like problem that.. S E V E R A L actually
3204,3204,2022-05-05,01:27:33,sav🌻,vannahslays,Houston,These hotep men take abortion frustrating. Stfu man😒
3205,3205,2022-05-05,01:20:47,ChronLAW | News for Legal Professionals,chronlaw,Houston,"Even If Roe Is Dead, Abortion Suits Are Far From Over – Law360 ChronLaw 13th Amendment News https://t.co/C413i443wJ #13thAmendment #news #law #attorney #lawyer"
3206,3206,2022-05-05,01:19:20,Punk With A Camera,derpwithacamera,Houston,"Shipment ETAs I patreon, older orders launch abortion fundraiser done Sunday//dropped usps opens Monday. We 4500 orders last year. We got 2000 orders last two days. Imma try best get things asap."
3207,3207,2022-05-05,01:17:28,ajm,ajmhtx,Houston,"@scrowder Most people would aborted weren’t, end committing crimes (sometimes murder) so… abortion also murder."
3208,3208,2022-05-05,01:11:49,positive,positiv44789159,Houston,@jumbojimbo2021 @PPFA Abortions performed 6 weeks. That’s barely missed period. I 15 weeks procedure performed hospital listed missed abortion. Still paperwork reminder I would forced body reject today.
3209,3209,2022-05-05,01:07:58,Diane♋︎,chkenfrieddiane,Houston,"Ok women need really take one team get stupid fucking repubs cheat wives them, get pregnant, change abortion vote !!!!"
3210,3210,2022-05-05,01:07:56,Alessandro Piazza,apiazzaphd,Houston,"The events last days made remember fieldwork qualitative-historical project abortion clinics (which eventually became 2021 OrgSci article). It 2017 2018, one respondents..."
3211,3211,2022-05-05,01:03:52,KGrace,kgrace77916538,Houston,"It’s never political decision. It’s always personal decision. If abortions, do@not one. It’s none business. Full stop."
3212,3212,2022-05-05,01:00:11,ABC13 Houston,abc13houston,Houston,An organization found women color states restrictive abortion laws often limited access health care lack choices effective birth control. https://t.co/InKauc7klQ
3213,3213,2022-05-05,00:56:56,Brian Daniel,tripleb1981,Houston,"@sergeantsavage Abstinence best way prevent pregnancy and, therefore, abortion. But I'm pretty sure fair amount screeching feminists involuntarily abstinent already."
3214,3214,2022-05-05,00:55:43,Joe,joebradford,Houston,"Republicans / Christian Right ""were keen crushing access abortion long pronouns ... But tangling knots “birthing bodies” “cis privilege”, American Left made much harder talk women’s rights..."" https://t.co/1htGBy46bj"
3215,3215,2022-05-05,00:54:53,Michael Sacks,strykerphoenix,Houston,"@WilliamSquireI1 @twhuff1971 @HerschelWalker Pro choice pro abortion. The definition accepted Oxford pro choice ""advocating legalized abortion."" You want people able claim pro choice separate pro abortion...and saying choice form birth control. That's true!"
3216,3216,2022-05-05,00:53:07,osama bin allan,0wllan,Houston,Cause people thought trump joke packed courts republicans believe marital r*pe hating women. Y’all finna lose way rights abortion. And ain’t ever gonna go back way courts are.
3217,3217,2022-05-05,00:52:01,Jamesetta Williams 💕,jalexa1218,Houston,@hankhill205 @WesleyHuntTX @Lizzie4Congress Do understand “right privacy” case law lawyers used cases related things? Alito say abortion unique think lawsuit using legal argument strike contraception gay marriage won’t tried?
3218,3218,2022-05-05,00:51:33,ChronLAW | News for Legal Professionals,chronlaw,Houston,House Republicans block Democrats’ attempts take legislation protecting abortion rights – New Hampshire Bulletin – New Hampshire Bulletin ChronLaw Legislative Law News https://t.co/gIHwNdPw7G #LegislativeLaw #news #law #attorney #lawyer
3219,3219,2022-05-05,00:51:26,elena allure ⛓💸,cherryspread,Houston,“I’ll pay rent I’ll pay plan b im paying abortion” 😵‍💫😵‍💫😵‍💫😵‍💫😵‍💫
3220,3220,2022-05-05,00:51:03,Billy,billyma74,Houston,Having abortion 22 weeks crazy would need wait long. Liberals always say happens mother life danger. But support even feels like
3221,3221,2022-05-05,00:50:49,ChronLAW | News for Legal Professionals,chronlaw,Houston,Lawyer: Abortion bill could subject women homicide charge – The Associated Press – en Español ChronLaw Lawyer News https://t.co/qSNTWiBJiV #Lawyer #news #law #attorney #lawyer
3222,3222,2022-05-05,00:50:12,Shawda’ Love,shawdaaaa,Houston,These kids deserve much better taking away rights abortion decriminalizing real crime also evaluations research claiming seeking adopt cause kids end foster care adopted evil families DEAD.
3223,3223,2022-05-05,00:47:58,4eyla,cheylitaaa,Houston,"@HarassedGiraffe @jonnyhodl @vegan_logic I can’t find website now, many countries legalized abortions tend lower abortion rates. Typically pro-choice system already born changed, hope abortion last resort."
3224,3224,2022-05-05,00:47:20,Janemarch888,janemarch888,Houston,"@Anthony37662002 @StirredCrazy @Maccabeus24 @ASozansky @JessicaM_Thinks @roddmcleod @boas_phil This specifically refuted Alito draft explanation abortion involves death third-party &amp; ruling concerns abortion &amp; issues civil rights like same-sex marriage, contraception, sexual decisions adults. 🤷🏻‍♀️"
3225,3225,2022-05-05,00:47:16,Brappo,mkp281,Houston,@calebstew93 @5150merica @ksorbs Fathers say choice get abortion too. That’s child killing.
3226,3226,2022-05-05,00:47:15,Lauren,lauardite,Houston,"I don’t care lefts supports abortion not. I want right decide I baby not. Having baby game. Before so; must financial security, time dedicate growing child functional household. #abortionrights"
3227,3227,2022-05-05,00:42:12,Mary Lynn,winstonsmi84,Houston,@c_tiot Funny see libs get outraged possibility abortion left states didn’t say word https://t.co/vsG4ezyR64
3228,3228,2022-05-05,00:41:11,b r ¡ 🌻,brassybrittany,Houston,Never going understand ppl want limited government like “waaaah u can’t abortion bc somehow affects imma make government involved rights” like ???
3229,3229,2022-05-05,00:40:56,Tyler,cat_wrangler87,Houston,Should abortion regulated state fed level? #RoeVWade #WomenRightsAreHumanRights
3230,3230,2022-05-05,00:37:48,jrusovich,jrusovich1,Houston,"@MikeSington 57% Americans oppose ban abortion 15 weeks; 58% say abortion legal cases; 54% say court uphold Roe, compared 28% say ruling overturned."
3231,3231,2022-05-05,00:37:43,Ryan Cook🇺🇸,ryan_cook2021,Houston,One life-long friends going vote Republican first time due Democrats’ extreme views abortion! #blexit real! Another vote Republican Party Texas! @ScottPresler
3232,3232,2022-05-05,00:37:41,Problematic Thinker,texaggie79,Houston,"@TbirdTr3y_10 @thomaschattwill ""Forced give birth"" silly framing. Their body forcing give birth, actions. It's like DO anything extra, already set motion. Abortion laws force mothers NOT kill child."
3233,3233,2022-05-05,00:37:37,Amerisplain,amerisplain,Houston,Only staying abortion twitter come Jesus moments
3234,3234,2022-05-05,00:37:36,Marie & the Sunflowers 🇺🇦🌻,snakecharmers,Houston,@GPatrick @carlawalworth Alito always opposed abortion he'd naive think way codify women's right bodily autonomy. And he's naive.
3235,3235,2022-05-05,00:28:54,Louie's Cavern,votenoincumbent,Houston,"78% Texas voters think abortion allowed form, UT poll shows https://t.co/SKFDEddvFg via @TexasTribune"
3236,3236,2022-05-05,00:28:37,Cristian,crb1_,Houston,"The doctors told mom abortion got vaccine without knowing pregnant gonna come fucked up, I’m glad mom gave chance."
3237,3237,2022-05-05,00:28:19,♠︎ may ♠︎,kacieoakes,Houston,@BannedTooMuch know less 1% abortions actually happen SA? research. it’s baby’s fault father piece garbage.
3238,3238,2022-05-05,00:27:32,imdaboss2005,iamboss2005,Houston,@CharlotteEllenD @superseaside @jenmoore8004 There 12 different types birth control available! Why focus birth control instead abortion!I guess unfortunately society devalued miracle life child.
3239,3239,2022-05-05,00:27:27,elena allure ⛓💸,cherryspread,Houston,pro lifers club kill like u realize ur probably funding abortion right like u think ur money goes?? It’s typically paying healthcare
3240,3240,2022-05-05,00:26:55,🌵Sucs For You!👈,sucsforyou,Houston,🌸💜🌵 Abortion healthcare. End story. 📸 Echinocereus reichenbachii ssp caespitosus flower https://t.co/BwGdy1eoLP
3241,3241,2022-05-05,00:26:35,A-Okay,overit77468602,Houston,"@dmvdrengr @sneckpad So, end abortion, intend paying child support ho knock up?"
3242,3242,2022-05-05,00:25:34,🇺🇸Ernest G🇺🇸,ernestg41269429,Houston,"@DowntownReader That’s lie I don’t think numbers high fake news I put number I’d say 20% people favor abortion it’s probably F people, we’re tired people killing Americans !!!"
3243,3243,2022-05-05,00:23:36,MarkE,mrkd26,Houston,@kdawgswift @forceuser64 @DanRather Yes.... mean time f8ck poor women can't leave state abortion.
3244,3244,2022-05-05,00:23:24,Vincent,sadboy_vince,Houston,supporting abortion ban = play
3245,3245,2022-05-05,00:22:39,Janemarch888,janemarch888,Houston,"@Anthony37662002 @StirredCrazy @Maccabeus24 @ASozansky @JessicaM_Thinks @roddmcleod @boas_phil Generally speaking, exploit trauma rape victims make vast overwhelming majority elective abortion nothing rape sound better don’t argument. But I’m happy point u rape babies Twitter."
3246,3246,2022-05-05,00:22:29,Mark R. Yzaguirre,markyzaguirre,Houston,"@ChrisGableDO @EricKleefeld @janecoaston @mattyglesias My dude, that’s way politics works real life. People make judgments based many factors, saying “just defer doctors” isn’t compelling political argument. And that’s even discussing many doctors anti-abortion rights."
3247,3247,2022-05-05,00:22:12,ChronLAW | News for Legal Professionals,chronlaw,Houston,U.S. Supreme Court’s Alito cancels conference appearance abortion ruling leak – https://t.co/1IZ6h7RgzN ChronLaw News https://t.co/bEWXqSIa7J #news #law #attorney #lawyer
3248,3248,2022-05-05,00:21:55,cognitive_sojourner 🤠🤌🏼🤘🏼,bo_darley,Houston,"@HellaHandbasket @jackeroo60 @ezralevin @TheRealHoarse Fair enough. I 10 year old. today actually…may fourth That skin game. I love him, I’m interested dad drink/gamble/smoke/vote/etc absolute nationalized criminalization abortion offensive"
3249,3249,2022-05-05,00:21:40,_Alex🇺🇸Longbard_,_alex_longbard_,Houston,@nickamin20 @Mimirocah1 @MuellerSheWrote Abortion murder. It right ever.
3250,3250,2022-05-05,00:20:45,Louie's Cavern,votenoincumbent,Houston,"Supreme Court abortion bombshell takes spotlight Texas governor’s race Abbott, O’Rourke https://t.co/6bZ5kuRk7n via @houstonchron"
3251,3251,2022-05-05,00:19:15,Yu$e,yuseofficial,Houston,Ion want get canceled y’all ban abortions y’all tripping da highest extent imagine kids product rape I’d rather dead alive knowing father raped mother law forced me. Fr. Yall think Im tripping fuck u😂
3252,3252,2022-05-05,00:19:07,Billy,billyma74,Houston,If it’s left states 80% Americans form abortion rights
3253,3253,2022-05-05,00:19:03,WilliamTimothyLester,tobiasquest,Houston,"@EricRSammons And: ‘If keep abortion legal, overpopulation contribute Climate Change!’"
3254,3254,2022-05-05,00:18:57,Janemarch888,janemarch888,Houston,@Anthony37662002 @Maccabeus24 @StirredCrazy @ASozansky @JessicaM_Thinks @roddmcleod @boas_phil Look deeper. The law allow anyone sue stranger who’s abortion. It concerns parties directly affected involved. https://t.co/AYBDrqTEmh
3255,3255,2022-05-05,00:18:38,Guido ➡️ Houston,guidossbm,Houston,"@punishedmother Hilarious considering anti-abortion people want abortion restriction “state’s right,” unlike certain thing chud trying draw comparison to."
3256,3256,2022-05-05,00:18:08,Billy,billyma74,Houston,@_joshyoung @SamManningNews 48% Americans abortion certain circumstances talking about. Only 32% Americans want abortion legal circumstances Democratic Party wants say doctor mother decides
3257,3257,2022-05-05,00:16:18,Billy,billyma74,Houston,How many Americans agree Roe v. Wade relevant. Many don’t know is. 48% Americans identify pro-life. Over 40% Americans believe abortions illegal time time
3258,3258,2022-05-05,00:15:22,Psoord,droosp,Houston,"@JackPosobiec How disgustingly evil actually fight murder unborn babies, weather believe God not. know difference good evil, right wrong. Rape always thrown argument.but 2019 629,988 abortions many raped?"
3259,3259,2022-05-05,00:12:34,www.needabortion.org,carolineduble,Houston,"If @Colorado really cared abortion, would absolve $54.65 citation using toll road without tag. 🥲"
3260,3260,2022-05-05,00:12:15,Shawda’ Love,shawdaaaa,Houston,@MyDearestDenise I think actually made 50 states pushing ban abortion.
3261,3261,2022-05-05,00:09:11,T.L. Donatto ✡️🏳️‍🌈♿️,tldonatto,Houston,"It might obvious redundant state, uh, repealing abortion going increase systemic oppression adoptees foster children face."
3262,3262,2022-05-05,00:05:06,Jessica Nader,jessica_nader11,Houston,@SylvesterTurner Turner supports abortion knocks escorts
3263,3263,2022-05-05,00:04:43,Ian Kim,ianlkim,Houston,"@kevin_is_cool05 Roe v. Wade implication another implication 14th vague protect right abortion. Liberties restricted time greater societal good. It could argued protecting fetus greater societal good. Hence, due process. (1/2)"
3264,3264,2022-05-05,00:03:14,A l e 🍄,alealanis__,Houston,"All getting rid SAFE abortion, history shown illegal go away."
3265,3265,2022-05-05,00:01:42,ble$$ed by tha be$t,charmiliani,Houston,abortion precaution lol
3266,3266,2022-05-04,23:59:39,K Blank,kjblank80,Houston,@nytimes France restrictions abortion Mississippi. Pretty much Europee like GOP states abortion.
3267,3267,2022-05-04,23:57:02,Teresa Kim Pecinovsky,tkpcreates,Houston,"@DirkWeezil @QasimRashid Well, anesthesiologist also admitted residency offered adopt fetus patient treating alternative abortion. Not unethical whatsoever."
3268,3268,2022-05-04,23:55:46,Jessica Nader,jessica_nader11,Houston,@arevireba @NoLieWithBTC Abortion murder. Same sex marriage marriage. Adoption many gay couples way parenthood. Adoption works. Gay marriage works. Murder not.
3269,3269,2022-05-04,23:55:27,Aaron,osmosis05,Houston,A referendum held abortion. That democracy prevails lawmakers know American people actually feel @SophiaBush
3270,3270,2022-05-04,23:54:50,Pepsiluche (jose duran),pepsiluche,Houston,"@SethSte46795567 @dyerson_s @therecount But remember, @gop choose race country years back, part plan, remember drugs, drugs, bestiality whatever. First abortion, next race, next oven like nazis. #GrandOldPedophiles #GrandOldPharisees"
3271,3271,2022-05-04,23:54:07,Aaron,osmosis05,Houston,"Here's I understand. If abortion okay cases life mother, rape, incest, still killing life? So, anti-abortion, abortion without exception?"
3272,3272,2022-05-04,23:53:26,Stefan The Adequate,stefannotsteven,Houston,@RavBogard So banning abortion violates religious rights Jews? https://t.co/MUytiN6Q7Z
3273,3273,2022-05-04,23:53:18,imdaboss2005,iamboss2005,Houston,@CharlotteEllenD @superseaside @jenmoore8004 Exactly! I reading earlier! When I college girls I knew abortions acted like what! But I saw one person went life one person died!😞Someone grieve innocent 🥺🥺🥺
3274,3274,2022-05-04,23:50:48,Janemarch888,janemarch888,Houston,@youroldmancowo1 @StirredCrazy @Anthony37662002 @Maccabeus24 @ASozansky @JessicaM_Thinks @roddmcleod @boas_phil The vast majority abortions country healthy women healthy babies healthy pregnancies. High risk pregnancies managed recommending preemptively kill baby first. Conflating choice emergency healthcare fools one.
3275,3275,2022-05-04,23:47:55,Molly Wills Carnes (she/her),mwcarnes1,Houston,@BetoORourke For love God Beto please stop calling woman’s right. Every PERSON needs right reproductive choice. Trans men need access abortion care too.
3276,3276,2022-05-04,23:45:41,JakMak 13 🇺🇸❤️💙🇺🇸,musks_next_wife,Houston,"@Azula163 @gloraelin @EmmaBalter So again, act like women must abortions. But understand there's responsibility actions woman take ever prevent getting abortion, even raped, take Plan B next day. You understand that, right 😳😳😳"
3277,3277,2022-05-04,23:43:03,Bucket,buckethatheada1,Houston,@ows_luh I dont remember saying abortion
3278,3278,2022-05-04,23:41:44,Naoufal Houjami 🇺🇸,fortexashoujami,Houston,"""Asking Questions Getting Answers --&gt; way fight fake news &amp; conspiracy"" You All distracted coronavirus, Abortion Circuses. Time focus Real Problems = Americans getting BROKE! 🇺🇸 N.H."
3279,3279,2022-05-04,23:41:38,Chuck for Texas HD-128,crewsfortx,Houston,Abortions like airbags. Nobody looks forward needing one. Everybody wants one necessary. Making *illegal* DUMB- best. Most would consider restrictions abuse. #AbortionIsEssential
3280,3280,2022-05-04,23:41:19,𝐈𝐓'𝐒 𝐑𝐒𝐀𝐘𝐌𝐀,itsrsayma,Houston,"So telling individuals crying wearing masks, violated body rights...are advocating ban abortion.... Yeah, country mad. Send flood locusts Thanos atp."
3281,3281,2022-05-04,23:40:21,Nyarlatha,aarenlancaster,Houston,@scrowder It is.. ask this.. wish find babies dumpsters?? Because banning abortion get babies dumpsters...
3282,3282,2022-05-04,23:37:32,Leveon Rexford,leveonrexford,Houston,Abortion saved life.
3283,3283,2022-05-04,23:36:28,🇺🇦Lavande du Sud,llavandedusud,Houston,Welcome era American Inquisition abortion becomes heresy. #RoeVWade
3284,3284,2022-05-04,23:33:27,NIKKI IRISH: HOUSTON,nikki_irish,Houston,"@zionpearl @djdanajarvis @benshapiro Sex procreation, I sneaking suspicion know though. All people superiority complexes children don’t take care abortions they’ve paid for, y’all sick."
3285,3285,2022-05-04,23:32:11,Therealjackneill,jackjjr1640,Houston,"@origamerican @marwilliamson It 72 days, pointed rated Obama through. They could've done abortion important enough busy using cudgel SCOTUS nominations. Learn think. #redtsunami"
3286,3286,2022-05-04,23:31:18,sarita dawson,ddjcartersnow,Houston,Men support banning abortion get pussy . I said I said https://t.co/6wdZp4CILM
3287,3287,2022-05-04,23:30:24,Dmanthan,thayndamon,Houston,@Tina_102982 @AnonUpon @cmclymer You realize abortion isn’t going away right? The people states get vote now. Now people decide instead unaccountable justices. More democracy good 🙌🏻
3288,3288,2022-05-04,23:30:15,ʞd™,fsb4lyfe10,Houston,"They’re going try outlaw abortions make illegal, remember, somehow remain completely legal Kyle Rittenhouse travel across state lines try shoot fetus you. #RoeVWade"
3289,3289,2022-05-04,23:27:15,Radio Shaq,hamradioshaq,Houston,Not sure I get uproar either side abortion supreme court leak. It's government. Give transparency whether against.
3290,3290,2022-05-04,23:27:05,Mark Gardner,markjgardner,Houston,Brief thread #AynRand’s #Objectivism #abortion
3291,3291,2022-05-04,23:25:31,Andrea,momz2cool4u,Houston,@susan_lovelady I’m glad people finally waking alternatives abortion … also pregnant means already made choice… y’all really want permission change mind.
3292,3292,2022-05-04,23:24:32,Therealjackneill,jackjjr1640,Houston,@redsteeze The plethora state abortion laws enacted conservative states last years direct pushback Dems pushing abortion birth led possible SCOTUS ruling. Once left radicalism worst enemy.
3293,3293,2022-05-04,23:21:53,ChronLAW | News for Legal Professionals,chronlaw,Houston,Supreme Court abortion case leak investigation headed former Army lawyer questions swirl – USA TODAY ChronLaw Lawyer News https://t.co/8SE3tTsMGq #Lawyer #news #law #attorney #lawyer
3294,3294,2022-05-04,23:20:29,Gordon Gartrelle,dahmecca,Houston,@OfficialFBMA They moved abortion.
3295,3295,2022-05-04,23:15:55,Jalen Walker,walkedjalen,Houston,@showmetheyamz The amount dumb people country hurts me. This ruling literally gives power states abortion laws. If u wanna kill baby bad go California
3296,3296,2022-05-04,23:14:06,Travel Girl ✈️,sparkstanaya,Houston,Abbott asked rape incest allowed abortion. Why clown say he’s working eliminate rape Texas 😭😭😭 he’s got go
3297,3297,2022-05-04,23:10:43,Rodrigo Carbajal,rodrigo72738351,Houston,"@alreadywalking @amyklobuchar @TheDailyShow @Trevornoah But didn’t fight, none corporate democrats fought fighting. I already tell going play out. Abortions banned, urge vote blue matter, ask money democrat nothing provide nothing excuses"
3298,3298,2022-05-04,23:09:06,Anjali Salvador,anjalisalvador,Houston,"“A right abortion fundamental human familial flourishing, dignity economic security, health love happiness thriving.” https://t.co/s0maX0ik2W"
3299,3299,2022-05-04,23:08:15,Kami Williamson,kamidwilliamson,Houston,Over-Educated Women Support Abortion Access @Bonfire https://t.co/hiyBj80Qzx
3300,3300,2022-05-04,23:03:57,Ty Erwin 🇺🇸 🇺🇦 🇾🇪,tyerwin9,Houston,"@TheSeamanster @Momsicle2 @QXFA @gutman_sarah I bet I know gets abortions do. I guarantee I know exactly gets abortions, Roe says, fetal development I tell reason them."
